PassengerID,Customer_History_ID,Ticket_Booking_Date,Flight_Date,Days_Before_Travel,Traveler_Type,Membership_Status,Origin,Destination,Travel_Class,Peak_Season,Base_Ticket_Price,WiFi_Purchased,WiFi_Price,Lounge_Access_Purchased,Lounge_Price,Meals_Purchased,Meals_Price,Insurance_Purchased,Insurance_Price,Priority_Boarding_Purchased,Priority_Boarding_Price,Carbon_Offset_Purchased,Carbon_Offset_Price,Total_Ancillary_Cost,Final_Ticket_Price
P0019,CH0019,2017-06-05,2017-08-12,68,Business,Silver,London,Paris,Business,Yes,349,Yes,20,Yes,40,No,0,No,0,Yes,15,Yes,10,85,434
P0019,CH0019,2019-10-24,2020-01-23,91,Business,Silver,Amsterdam,Zurich,Business,No,414,Yes,10,No,0,No,0,No,0,No,0,No,0,10,424
P0019,CH0019,2020-12-10,2021-03-16,96,Business,Silver,Amsterdam,Zurich,Business,No,515,No,0,No,0,Yes,15,No,0,No,0,No,0,15,530
P0019,CH0019,2015-10-30,2016-02-14,107,Business,Silver,Madrid,Barcelona,Business,No,280,Yes,10,Yes,40,No,0,Yes,10,Yes,15,No,0,75,355
P0019,CH0019,2023-10-06,2023-12-12,67,Business,Silver,Madrid,Barcelona,Business,Yes,253,No,0,Yes,25,Yes,20,No,0,Yes,20,Yes,5,70,323
P0019,CH0019,2019-12-16,2020-03-21,96,Business,Silver,London,Berlin,Business,No,320,Yes,30,Yes,40,Yes,15,No,0,No,0,Yes,3,88,408
P0019,CH0019,2024-12-27,2025-02-06,41,Business,Silver,Madrid,Barcelona,Business,No,255,No,0,No,0,Yes,30,No,0,No,0,No,0,30,285
P0019,CH0019,2024-11-03,2024-11-28,25,Business,Silver,Vienna,Prague,Business,No,313,Yes,25,No,0,Yes,20,No,0,No,0,No,0,45,358
P0019,CH0019,2017-02-04,2017-03-10,34,Business,Silver,Vienna,Prague,Business,No,392,Yes,25,Yes,40,Yes,40,No,0,No,0,Yes,15,120,512
P0019,CH0019,2022-07-09,2022-10-07,90,Business,Silver,Madrid,Barcelona,Business,No,361,Yes,20,Yes,40,Yes,20,Yes,25,Yes,5,No,0,110,471
P0019,CH0019,2020-12-29,2021-03-15,76,Business,Silver,Madrid,Barcelona,Business,No,332,Yes,25,Yes,25,Yes,15,No,0,No,0,Yes,15,80,412
P0019,CH0019,2019-02-25,2019-06-21,116,Business,Silver,Amsterdam,Zurich,Business,Yes,375,Yes,20,Yes,50,Yes,15,No,0,No,0,No,0,85,460
P0019,CH0019,2025-03-31,2025-07-16,107,Business,Silver,Paris,Rome,Business,Yes,442,Yes,20,Yes,50,No,0,No,0,No,0,No,0,70,512
P0019,CH0019,2015-04-05,2015-07-14,100,Business,Silver,London,Berlin,Business,Yes,388,No,0,Yes,25,Yes,20,No,0,No,0,No,0,45,433
P0019,CH0019,2017-10-07,2017-10-25,18,Business,Silver,London,Berlin,Business,No,353,No,0,No,0,Yes,15,No,0,No,0,No,0,15,368
P0019,CH0019,2020-03-14,2020-03-15,1,Business,Silver,Amsterdam,Zurich,Business,No,518,Yes,15,Yes,25,Yes,20,No,0,No,0,Yes,10,70,588
P0019,CH0019,2021-02-27,2021-03-12,13,Business,Silver,London,Paris,Business,No,420,No,0,Yes,30,No,0,No,0,No,0,No,0,30,450
P0019,CH0019,2019-12-04,2020-03-11,98,Business,Silver,Berlin,Amsterdam,Business,No,384,Yes,20,No,0,No,0,No,0,No,0,No,0,20,404
P0019,CH0019,2019-05-19,2019-08-22,95,Business,Silver,Berlin,Amsterdam,Business,Yes,500,Yes,30,Yes,30,Yes,30,No,0,Yes,20,No,0,110,610
P0019,CH0019,2016-08-01,2016-08-07,6,Business,Silver,Rome,London,Business,Yes,454,Yes,10,Yes,30,Yes,30,No,0,No,0,No,0,70,524
P0019,CH0019,2020-01-15,2020-03-06,51,Business,Silver,Vienna,Prague,Business,No,412,No,0,Yes,25,Yes,15,No,0,No,0,No,0,40,452
P0019,CH0019,2019-01-13,2019-03-19,65,Business,Silver,Madrid,Barcelona,Business,No,348,No,0,Yes,50,Yes,15,No,0,Yes,5,No,0,70,418
P0019,CH0019,2022-04-25,2022-06-25,61,Business,Silver,Amsterdam,Zurich,Business,Yes,532,Yes,30,No,0,Yes,20,No,0,No,0,No,0,50,582
P0019,CH0019,2015-09-13,2016-01-11,120,Business,Silver,Berlin,Amsterdam,Business,No,531,No,0,Yes,50,Yes,40,Yes,10,No,0,No,0,100,631
P0019,CH0019,2023-10-10,2023-11-12,33,Business,Silver,London,Paris,Business,No,408,Yes,20,No,0,Yes,30,Yes,20,No,0,No,0,70,478
P0019,CH0019,2024-01-05,2024-01-20,15,Business,Silver,Vienna,Prague,Business,No,371,No,0,Yes,50,Yes,15,No,0,Yes,10,No,0,75,446
P0019,CH0019,2018-03-18,2018-06-15,89,Business,Silver,Paris,Rome,Business,Yes,538,Yes,30,Yes,25,Yes,30,Yes,10,Yes,5,No,0,100,638
P0019,CH0019,2020-06-07,2020-07-01,24,Business,Silver,Vienna,Prague,Business,Yes,345,No,0,No,0,Yes,40,No,0,No,0,No,0,40,385
P0019,CH0019,2023-05-31,2023-09-18,110,Business,Silver,Vienna,Prague,Business,No,342,No,0,Yes,50,Yes,40,Yes,15,Yes,5,No,0,110,452
P0019,CH0019,2024-05-08,2024-05-09,1,Business,Silver,Madrid,Barcelona,Business,No,354,Yes,25,Yes,40,Yes,30,Yes,15,Yes,15,No,0,125,479
P0019,CH0019,2018-10-06,2018-12-23,78,Business,Silver,Munich,Vienna,Business,Yes,417,No,0,Yes,40,Yes,40,No,0,Yes,15,No,0,95,512
P0019,CH0019,2016-05-24,2016-08-28,96,Business,Silver,Amsterdam,Zurich,Business,Yes,477,Yes,15,Yes,40,Yes,15,No,0,No,0,No,0,70,547
P0019,CH0019,2025-08-04,2025-09-12,39,Business,Silver,Rome,London,Business,No,474,No,0,Yes,50,Yes,20,No,0,No,0,No,0,70,544
P0019,CH0019,2018-07-23,2018-09-24,63,Business,Silver,London,Paris,Business,No,360,Yes,30,Yes,25,Yes,20,Yes,10,No,0,Yes,5,90,450
P0019,CH0019,2022-04-06,2022-07-12,97,Business,Silver,Paris,Rome,Business,Yes,435,Yes,30,Yes,40,No,0,No,0,No,0,No,0,70,505
P0019,CH0019,2022-07-29,2022-09-18,51,Business,Silver,Frankfurt,Madrid,Business,No,457,No,0,Yes,50,Yes,40,Yes,15,No,0,Yes,10,115,572
P0019,CH0019,2023-11-26,2024-03-22,117,Business,Silver,Amsterdam,Zurich,Business,No,375,Yes,25,No,0,Yes,15,No,0,Yes,5,No,0,45,420
P0019,CH0019,2014-05-19,2014-06-20,32,Business,Silver,Paris,Rome,Business,Yes,422,No,0,Yes,25,No,0,Yes,25,No,0,No,0,50,472
P0019,CH0019,2021-03-04,2021-06-24,112,Business,Silver,Madrid,Barcelona,Business,Yes,311,Yes,15,Yes,40,Yes,15,Yes,25,No,0,No,0,95,406
P0019,CH0019,2017-01-09,2017-03-15,65,Business,Silver,Amsterdam,Zurich,Business,No,514,Yes,30,No,0,No,0,No,0,Yes,5,Yes,3,38,552
P0019,CH0019,2022-07-09,2022-08-28,50,Business,Silver,Paris,Rome,Business,Yes,398,No,0,No,0,No,0,No,0,No,0,No,0,0,398
P0019,CH0019,2024-11-14,2025-01-15,62,Business,Silver,London,Berlin,Business,No,335,Yes,25,No,0,No,0,Yes,25,No,0,No,0,50,385
P0019,CH0019,2020-01-16,2020-02-04,19,Business,Silver,Amsterdam,Zurich,Business,No,417,No,0,Yes,25,No,0,No,0,No,0,Yes,5,30,447
P0019,CH0019,2017-03-22,2017-05-04,43,Business,Silver,Amsterdam,Zurich,Business,No,514,No,0,Yes,50,No,0,No,0,Yes,20,No,0,70,584
P0019,CH0019,2025-04-13,2025-05-19,36,Business,Silver,Amsterdam,Zurich,Business,No,502,Yes,15,Yes,40,Yes,30,No,0,No,0,No,0,85,587
P0019,CH0019,2023-09-10,2023-11-10,61,Business,Silver,Madrid,Barcelona,Business,No,362,No,0,Yes,30,Yes,30,No,0,Yes,10,Yes,5,75,437
P0019,CH0019,2018-03-17,2018-03-19,2,Business,Silver,Munich,Vienna,Business,No,366,Yes,30,No,0,No,0,No,0,No,0,Yes,10,40,406
P0019,CH0019,2023-07-06,2023-09-11,67,Business,Silver,Madrid,Barcelona,Business,No,345,Yes,25,Yes,50,Yes,40,Yes,10,Yes,15,No,0,140,485
P0019,CH0019,2018-07-23,2018-10-25,94,Business,Silver,Madrid,Barcelona,Business,No,280,No,0,Yes,50,Yes,15,No,0,No,0,No,0,65,345
P0019,CH0019,2017-10-21,2017-12-07,47,Business,Silver,London,Berlin,Business,Yes,490,Yes,10,No,0,Yes,30,No,0,No,0,No,0,40,530
P0019,CH0019,2014-06-13,2014-08-19,67,Business,Silver,Berlin,Amsterdam,Business,Yes,413,Yes,15,Yes,30,Yes,40,Yes,20,No,0,Yes,5,110,523
P0019,CH0019,2016-09-02,2016-09-10,8,Business,Silver,Berlin,Amsterdam,Business,No,403,Yes,30,No,0,Yes,15,No,0,No,0,No,0,45,448
P0020,CH0020,2017-06-08,2017-08-04,57,Business,Silver,Berlin,Amsterdam,Business,Yes,371,Yes,10,Yes,30,Yes,30,No,0,No,0,No,0,70,441
P0020,CH0020,2025-06-03,2025-08-25,83,Business,Silver,Berlin,Amsterdam,Business,Yes,399,No,0,Yes,50,No,0,Yes,25,No,0,No,0,75,474
P0020,CH0020,2019-07-12,2019-09-16,66,Business,Silver,Madrid,Barcelona,Business,No,322,No,0,Yes,30,Yes,30,No,0,Yes,10,No,0,70,392
P0020,CH0020,2022-07-26,2022-08-16,21,Business,Silver,Frankfurt,Madrid,Business,Yes,445,Yes,25,Yes,25,No,0,No,0,No,0,No,0,50,495
P0020,CH0020,2017-01-26,2017-02-25,30,Business,Silver,Madrid,Barcelona,Business,No,304,Yes,20,Yes,50,Yes,30,No,0,Yes,10,No,0,110,414
P0020,CH0020,2020-03-07,2020-03-28,21,Business,Silver,Rome,London,Business,No,556,No,0,Yes,50,No,0,No,0,No,0,No,0,50,606
P0020,CH0020,2021-04-23,2021-05-12,19,Business,Silver,Vienna,Prague,Business,No,358,Yes,20,No,0,Yes,30,No,0,Yes,20,Yes,15,85,443
P0020,CH0020,2020-03-09,2020-06-21,104,Business,Silver,London,Paris,Business,Yes,335,No,0,No,0,Yes,20,Yes,20,Yes,15,Yes,15,70,405
P0020,CH0020,2019-06-15,2019-09-18,95,Business,Silver,Paris,Rome,Business,No,431,No,0,Yes,50,No,0,Yes,15,Yes,20,No,0,85,516
P0020,CH0020,2020-11-01,2021-01-25,85,Business,Silver,Munich,Vienna,Business,No,399,No,0,No,0,Yes,30,No,0,No,0,Yes,3,33,432
P0020,CH0020,2018-07-17,2018-09-12,57,Business,Silver,Frankfurt,Madrid,Business,No,636,Yes,25,Yes,25,Yes,40,No,0,No,0,No,0,90,726
P0020,CH0020,2017-07-08,2017-09-03,57,Business,Silver,Munich,Vienna,Business,No,362,Yes,30,No,0,Yes,30,No,0,Yes,5,No,0,65,427
P0020,CH0020,2019-05-02,2019-08-24,114,Business,Silver,Frankfurt,Madrid,Business,Yes,454,Yes,25,Yes,40,Yes,30,Yes,10,Yes,20,No,0,125,579
P0020,CH0020,2014-05-08,2014-09-02,117,Business,Silver,Amsterdam,Zurich,Business,No,481,Yes,30,Yes,25,No,0,No,0,Yes,20,No,0,75,556
P0020,CH0020,2024-02-14,2024-02-24,10,Business,Silver,Frankfurt,Madrid,Business,No,544,Yes,30,No,0,Yes,15,No,0,No,0,No,0,45,589
P0020,CH0020,2015-08-01,2015-11-14,105,Business,Silver,Rome,London,Business,No,470,Yes,15,Yes,25,Yes,30,No,0,No,0,No,0,70,540
P0020,CH0020,2014-06-11,2014-07-19,38,Business,Silver,Paris,Rome,Business,Yes,381,No,0,Yes,25,Yes,40,Yes,15,No,0,No,0,80,461
P0020,CH0020,2021-10-27,2021-11-22,26,Business,Silver,London,Berlin,Business,No,467,No,0,No,0,No,0,No,0,Yes,10,No,0,10,477
P0020,CH0020,2014-11-01,2015-01-18,78,Business,Silver,Madrid,Barcelona,Business,No,260,No,0,Yes,25,Yes,30,No,0,No,0,No,0,55,315
P0020,CH0020,2020-01-09,2020-05-08,120,Business,Silver,Madrid,Barcelona,Business,No,305,No,0,Yes,50,Yes,40,Yes,15,Yes,20,No,0,125,430
P0020,CH0020,2017-04-05,2017-07-19,105,Business,Silver,Rome,London,Business,Yes,431,Yes,15,Yes,25,Yes,20,Yes,25,No,0,No,0,85,516
P0020,CH0020,2020-03-26,2020-04-07,12,Business,Silver,Frankfurt,Madrid,Business,No,604,No,0,Yes,25,No,0,Yes,25,No,0,No,0,50,654
P0020,CH0020,2019-02-22,2019-06-10,108,Business,Silver,Berlin,Amsterdam,Business,Yes,366,Yes,20,Yes,25,No,0,No,0,No,0,Yes,10,55,421
P0020,CH0020,2014-02-24,2014-03-28,32,Business,Silver,Frankfurt,Madrid,Business,No,445,No,0,Yes,30,Yes,40,No,0,Yes,10,No,0,80,525
P0020,CH0020,2019-06-30,2019-10-14,106,Business,Silver,Vienna,Prague,Business,No,320,Yes,15,No,0,No,0,No,0,No,0,Yes,3,18,338
P0020,CH0020,2014-06-28,2014-08-07,40,Business,Silver,Madrid,Barcelona,Business,Yes,353,No,0,No,0,Yes,30,Yes,10,Yes,20,Yes,5,65,418
P0020,CH0020,2014-06-07,2014-09-13,98,Business,Silver,Paris,Rome,Business,No,533,No,0,Yes,25,Yes,20,Yes,10,Yes,20,No,0,75,608
P0020,CH0020,2022-04-17,2022-08-05,110,Business,Silver,Paris,Rome,Business,Yes,534,No,0,Yes,50,Yes,30,Yes,20,No,0,No,0,100,634
P0020,CH0020,2021-05-09,2021-08-24,107,Business,Silver,Berlin,Amsterdam,Business,Yes,496,Yes,15,Yes,30,Yes,15,No,0,No,0,No,0,60,556
P0020,CH0020,2015-03-06,2015-04-08,33,Business,Silver,Munich,Vienna,Business,No,347,No,0,Yes,50,No,0,No,0,No,0,No,0,50,397
P0020,CH0020,2019-04-18,2019-07-12,85,Business,Silver,Madrid,Barcelona,Business,Yes,287,No,0,No,0,Yes,40,No,0,No,0,No,0,40,327
P0020,CH0020,2016-07-18,2016-11-02,107,Business,Silver,London,Paris,Business,No,360,Yes,20,Yes,50,Yes,30,Yes,25,No,0,No,0,125,485
P0020,CH0020,2018-08-30,2018-09-15,16,Business,Silver,Munich,Vienna,Business,No,371,No,0,Yes,40,Yes,20,Yes,25,No,0,No,0,85,456
P0020,CH0020,2024-04-19,2024-06-25,67,Business,Silver,Berlin,Amsterdam,Business,Yes,417,Yes,20,Yes,25,No,0,Yes,15,No,0,No,0,60,477
P0020,CH0020,2022-11-23,2022-12-10,17,Business,Silver,Berlin,Amsterdam,Business,Yes,438,Yes,25,Yes,25,No,0,No,0,Yes,10,Yes,5,65,503
P0020,CH0020,2017-11-08,2017-12-24,46,Business,Silver,London,Paris,Business,Yes,434,No,0,Yes,25,No,0,No,0,Yes,10,No,0,35,469
P0020,CH0020,2023-12-30,2024-03-21,82,Business,Silver,Berlin,Amsterdam,Business,No,508,Yes,15,Yes,50,No,0,Yes,25,Yes,20,No,0,110,618
P0020,CH0020,2019-02-13,2019-03-24,39,Business,Silver,Amsterdam,Zurich,Business,No,350,Yes,30,Yes,30,No,0,No,0,No,0,Yes,15,75,425
P0020,CH0020,2016-08-06,2016-08-27,21,Business,Silver,Madrid,Barcelona,Business,Yes,312,Yes,15,Yes,50,Yes,20,No,0,Yes,15,Yes,15,115,427
P0020,CH0020,2025-09-23,2025-12-19,87,Business,Silver,Berlin,Amsterdam,Business,Yes,388,Yes,15,Yes,40,Yes,15,No,0,No,0,No,0,70,458
P0020,CH0020,2021-02-24,2021-04-22,57,Business,Silver,Munich,Vienna,Business,No,376,No,0,Yes,50,Yes,30,No,0,No,0,Yes,10,90,466
P0020,CH0020,2024-05-31,2024-08-14,75,Business,Silver,Berlin,Amsterdam,Business,Yes,393,No,0,Yes,50,No,0,Yes,10,Yes,15,No,0,75,468
P0020,CH0020,2025-07-06,2025-07-14,8,Business,Silver,Amsterdam,Zurich,Business,Yes,513,Yes,20,No,0,No,0,No,0,No,0,No,0,20,533
P0020,CH0020,2019-01-19,2019-02-01,13,Business,Silver,Vienna,Prague,Business,No,404,Yes,25,Yes,50,No,0,Yes,25,No,0,No,0,100,504
P0020,CH0020,2023-06-01,2023-09-28,119,Business,Silver,Paris,Rome,Business,No,550,Yes,30,Yes,25,Yes,15,No,0,Yes,20,No,0,90,640
P0020,CH0020,2019-09-30,2019-11-26,57,Business,Silver,London,Paris,Business,No,417,No,0,Yes,50,No,0,No,0,No,0,No,0,50,467
P0020,CH0020,2017-10-02,2017-10-06,4,Business,Silver,London,Paris,Business,No,461,No,0,Yes,50,No,0,No,0,No,0,No,0,50,511
P0020,CH0020,2019-02-10,2019-04-09,58,Business,Silver,Frankfurt,Madrid,Business,No,600,Yes,25,Yes,40,No,0,Yes,20,No,0,No,0,85,685
P0020,CH0020,2020-12-27,2021-02-11,46,Business,Silver,Madrid,Barcelona,Business,No,387,No,0,No,0,Yes,30,Yes,10,No,0,No,0,40,427
P0020,CH0020,2024-02-05,2024-03-25,49,Business,Silver,Amsterdam,Zurich,Business,No,401,Yes,25,Yes,50,No,0,No,0,No,0,No,0,75,476
P0020,CH0020,2017-06-15,2017-10-10,117,Business,Silver,Berlin,Amsterdam,Business,No,479,No,0,Yes,30,Yes,15,Yes,10,No,0,No,0,55,534
P0020,CH0020,2018-02-07,2018-03-23,44,Business,Silver,Paris,Rome,Business,No,516,Yes,15,No,0,Yes,30,No,0,No,0,No,0,45,561
P0020,CH0020,2020-10-29,2021-01-08,71,Business,Silver,Rome,London,Business,No,439,No,0,Yes,50,Yes,20,Yes,15,No,0,No,0,85,524
P0020,CH0020,2014-05-05,2014-05-08,3,Business,Silver,Madrid,Barcelona,Business,No,373,No,0,Yes,30,Yes,40,No,0,No,0,No,0,70,443
P0020,CH0020,2025-03-15,2025-06-26,103,Business,Silver,Vienna,Prague,Business,Yes,347,Yes,20,No,0,No,0,No,0,Yes,10,No,0,30,377
P0020,CH0020,2022-09-22,2022-10-05,13,Business,Silver,Rome,London,Business,No,600,No,0,No,0,Yes,15,No,0,No,0,No,0,15,615
P0020,CH0020,2017-05-27,2017-08-09,74,Business,Silver,London,Berlin,Business,Yes,333,Yes,25,Yes,50,Yes,20,Yes,25,No,0,Yes,10,130,463
P0020,CH0020,2024-12-05,2025-03-03,88,Business,Silver,Amsterdam,Zurich,Business,No,440,Yes,20,Yes,25,No,0,No,0,No,0,No,0,45,485
P0020,CH0020,2017-10-06,2017-11-15,40,Business,Silver,Paris,Rome,Business,No,517,No,0,Yes,30,Yes,40,Yes,20,No,0,No,0,90,607
P0020,CH0020,2025-06-03,2025-06-19,16,Business,Silver,London,Paris,Business,Yes,498,No,0,Yes,50,No,0,No,0,Yes,10,No,0,60,558
P0020,CH0020,2024-08-08,2024-08-24,16,Business,Silver,London,Paris,Business,Yes,384,Yes,25,Yes,50,No,0,No,0,No,0,No,0,75,459
P0020,CH0020,2015-04-19,2015-05-12,23,Business,Silver,Madrid,Barcelona,Business,No,360,No,0,Yes,30,Yes,20,Yes,10,Yes,5,No,0,65,425
P0020,CH0020,2023-01-10,2023-01-18,8,Business,Silver,London,Paris,Business,No,474,Yes,15,Yes,25,Yes,40,No,0,No,0,No,0,80,554
P0020,CH0020,2014-12-15,2015-03-07,82,Business,Silver,Frankfurt,Madrid,Business,No,558,Yes,30,Yes,40,Yes,20,No,0,No,0,No,0,90,648
P0020,CH0020,2021-12-12,2022-03-27,105,Business,Silver,Madrid,Barcelona,Business,No,363,Yes,10,No,0,No,0,No,0,Yes,15,No,0,25,388
P0020,CH0020,2019-08-22,2019-11-06,76,Business,Silver,Berlin,Amsterdam,Business,No,482,Yes,10,Yes,30,No,0,No,0,No,0,No,0,40,522
P0020,CH0020,2020-05-10,2020-08-04,86,Business,Silver,London,Berlin,Business,Yes,461,Yes,15,Yes,30,No,0,No,0,No,0,Yes,3,48,509
P0020,CH0020,2024-09-08,2024-12-25,108,Business,Silver,Amsterdam,Zurich,Business,Yes,501,Yes,30,Yes,40,No,0,No,0,No,0,No,0,70,571
P0020,CH0020,2024-02-28,2024-04-10,42,Business,Silver,London,Berlin,Business,No,354,Yes,15,Yes,50,Yes,40,Yes,10,No,0,No,0,115,469
P0020,CH0020,2023-05-07,2023-07-10,64,Business,Silver,Amsterdam,Zurich,Business,Yes,547,Yes,10,Yes,25,Yes,15,No,0,No,0,No,0,50,597
P0020,CH0020,2016-08-08,2016-11-11,95,Business,Silver,London,Berlin,Business,No,332,No,0,Yes,40,Yes,30,No,0,Yes,20,No,0,90,422
P0020,CH0020,2016-06-16,2016-09-12,88,Business,Silver,London,Berlin,Business,No,498,Yes,15,Yes,30,No,0,No,0,Yes,10,No,0,55,553
P0020,CH0020,2024-09-25,2024-10-01,6,Business,Silver,Munich,Vienna,Business,No,397,Yes,10,No,0,Yes,20,No,0,No,0,No,0,30,427
P0020,CH0020,2019-12-16,2020-04-12,118,Business,Silver,Madrid,Barcelona,Business,No,352,Yes,15,Yes,40,No,0,No,0,No,0,No,0,55,407
P0020,CH0020,2017-07-30,2017-11-24,117,Business,Silver,Vienna,Prague,Business,No,349,Yes,10,Yes,50,Yes,20,No,0,No,0,No,0,80,429
P0020,CH0020,2014-10-28,2014-12-25,58,Business,Silver,Paris,Rome,Business,Yes,412,No,0,Yes,25,Yes,40,Yes,20,Yes,15,No,0,100,512
P0020,CH0020,2018-08-04,2018-09-10,37,Business,Silver,Paris,Rome,Business,No,599,No,0,Yes,25,Yes,20,No,0,No,0,No,0,45,644
P0020,CH0020,2021-11-15,2022-01-16,62,Business,Silver,Madrid,Barcelona,Business,No,277,Yes,10,No,0,Yes,15,Yes,20,No,0,Yes,3,48,325
P0020,CH0020,2017-03-14,2017-04-24,41,Business,Silver,London,Berlin,Business,No,331,No,0,No,0,Yes,30,No,0,Yes,10,No,0,40,371
P0020,CH0020,2020-05-28,2020-07-05,38,Business,Silver,London,Paris,Business,Yes,429,Yes,15,Yes,40,No,0,No,0,No,0,Yes,5,60,489
P0021,CH0021,2022-04-27,2022-05-18,21,Business,Silver,Munich,Vienna,Business,No,336,No,0,Yes,25,No,0,No,0,No,0,No,0,25,361
P0021,CH0021,2025-06-07,2025-06-12,5,Business,Silver,Madrid,Barcelona,Business,Yes,286,No,0,Yes,25,Yes,15,No,0,No,0,Yes,5,45,331
P0021,CH0021,2023-08-31,2023-09-03,3,Business,Silver,London,Paris,Business,No,466,No,0,Yes,50,Yes,40,No,0,No,0,No,0,90,556
P0021,CH0021,2018-04-23,2018-06-21,59,Business,Silver,Munich,Vienna,Business,Yes,422,No,0,Yes,40,Yes,30,No,0,Yes,20,No,0,90,512
P0021,CH0021,2019-10-06,2019-12-01,56,Business,Silver,Madrid,Barcelona,Business,Yes,326,Yes,25,Yes,30,No,0,Yes,20,Yes,20,No,0,95,421
P0021,CH0021,2021-10-19,2021-12-15,57,Business,Silver,Paris,Rome,Business,Yes,479,Yes,20,Yes,50,Yes,20,Yes,15,No,0,No,0,105,584
P0021,CH0021,2019-04-29,2019-08-18,111,Business,Silver,Munich,Vienna,Business,Yes,404,Yes,20,Yes,30,Yes,40,No,0,No,0,No,0,90,494
P0021,CH0021,2019-12-10,2020-01-07,28,Business,Silver,Munich,Vienna,Business,No,386,No,0,Yes,50,No,0,No,0,No,0,Yes,5,55,441
P0021,CH0021,2023-10-02,2023-11-06,35,Business,Silver,Paris,Rome,Business,No,570,No,0,No,0,No,0,No,0,No,0,Yes,10,10,580
P0021,CH0021,2017-08-29,2017-12-05,98,Business,Silver,Amsterdam,Zurich,Business,Yes,474,Yes,30,Yes,25,No,0,No,0,Yes,5,No,0,60,534
P0021,CH0021,2018-10-14,2019-02-11,120,Business,Silver,London,Paris,Business,No,391,Yes,15,No,0,Yes,15,No,0,No,0,No,0,30,421
P0021,CH0021,2021-05-31,2021-06-23,23,Business,Silver,Amsterdam,Zurich,Business,Yes,424,Yes,30,Yes,30,Yes,15,No,0,No,0,Yes,15,90,514
P0021,CH0021,2025-01-09,2025-04-04,85,Business,Silver,Vienna,Prague,Business,No,317,No,0,Yes,25,Yes,40,No,0,No,0,No,0,65,382
P0021,CH0021,2025-04-01,2025-06-15,75,Business,Silver,Munich,Vienna,Business,Yes,446,Yes,10,No,0,No,0,No,0,No,0,No,0,10,456
P0021,CH0021,2014-12-15,2015-03-05,80,Business,Silver,Frankfurt,Madrid,Business,No,476,No,0,No,0,Yes,20,No,0,Yes,5,No,0,25,501
P0021,CH0021,2014-08-26,2014-10-19,54,Business,Silver,Amsterdam,Zurich,Business,No,393,Yes,20,Yes,40,No,0,No,0,Yes,15,No,0,75,468
P0021,CH0021,2024-03-14,2024-04-23,40,Business,Silver,London,Paris,Business,No,367,Yes,25,Yes,40,No,0,No,0,No,0,Yes,3,68,435
P0021,CH0021,2022-11-11,2023-01-24,74,Business,Silver,Madrid,Barcelona,Business,No,254,Yes,15,No,0,Yes,15,No,0,Yes,20,No,0,50,304
P0021,CH0021,2020-06-09,2020-07-23,44,Business,Silver,London,Berlin,Business,Yes,353,No,0,No,0,Yes,40,Yes,10,No,0,No,0,50,403
P0021,CH0021,2024-04-23,2024-06-28,66,Business,Silver,Berlin,Amsterdam,Business,Yes,379,Yes,15,No,0,Yes,15,Yes,10,Yes,10,No,0,50,429
P0021,CH0021,2014-08-28,2014-12-01,95,Business,Silver,Berlin,Amsterdam,Business,Yes,437,No,0,Yes,30,Yes,40,No,0,Yes,5,No,0,75,512
P0021,CH0021,2024-11-09,2025-03-07,118,Business,Silver,London,Paris,Business,No,490,No,0,Yes,25,Yes,20,Yes,10,Yes,10,No,0,65,555
P0021,CH0021,2025-05-21,2025-08-20,91,Business,Silver,Rome,London,Business,Yes,447,Yes,30,No,0,Yes,20,No,0,Yes,10,No,0,60,507
P0021,CH0021,2023-04-07,2023-04-23,16,Business,Silver,London,Berlin,Business,No,499,No,0,Yes,40,No,0,Yes,25,No,0,No,0,65,564
P0021,CH0021,2020-08-15,2020-09-21,37,Business,Silver,Munich,Vienna,Business,No,355,Yes,20,No,0,Yes,30,Yes,15,Yes,5,No,0,70,425
P0021,CH0021,2023-04-07,2023-07-03,87,Business,Silver,London,Paris,Business,Yes,495,No,0,Yes,25,Yes,30,No,0,No,0,No,0,55,550
P0021,CH0021,2018-11-16,2018-12-27,41,Business,Silver,Munich,Vienna,Business,Yes,415,Yes,25,Yes,40,No,0,No,0,No,0,Yes,5,70,485
P0021,CH0021,2025-04-15,2025-06-14,60,Business,Silver,London,Paris,Business,Yes,418,Yes,25,Yes,50,Yes,20,No,0,Yes,5,No,0,100,518
P0021,CH0021,2020-09-14,2020-11-05,52,Business,Silver,Frankfurt,Madrid,Business,No,493,Yes,15,Yes,30,Yes,15,No,0,Yes,15,Yes,15,90,583
P0021,CH0021,2016-02-07,2016-05-27,110,Business,Silver,Paris,Rome,Business,No,520,Yes,15,Yes,50,Yes,20,No,0,No,0,No,0,85,605
P0021,CH0021,2015-04-22,2015-06-23,62,Business,Silver,Berlin,Amsterdam,Business,Yes,505,Yes,15,Yes,50,No,0,No,0,Yes,15,No,0,80,585
P0021,CH0021,2024-03-03,2024-05-22,80,Business,Silver,Frankfurt,Madrid,Business,No,509,No,0,Yes,40,Yes,30,No,0,No,0,No,0,70,579
P0021,CH0021,2014-11-28,2015-01-15,48,Business,Silver,Amsterdam,Zurich,Business,No,456,Yes,20,Yes,40,No,0,No,0,No,0,No,0,60,516
